protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,broadcast_coverage,avg_delay_s,unicast_deliveries,broadcast_deliveries,tx_count,data_tx,control_tx,total_airtime_s,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,collision_fail,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index
meshtastic-like,10,1200.0,133,72,61,0.944444,0.983607,0.404346,68,2940,5226,5226,0,1289.693184,0.428754,0.431399,9450,246624,132757,3174,2113,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,10,1200.0,133,72,61,0.666667,0.983607,0.363563,48,2940,3999,3045,954,908.737536,0.304129,0.318332,9003,186948,90059,1950,0,933,21,35,37,0,0,0.0,0.23856,0,0,0.0,-1
calm-mesh,10,1200.0,133,72,61,0.888889,1.0,0.799365,64,2989,3471,2724,747,795.393024,0.260528,0.324498,9660,160419,81000,1658,802,732,15,57,15,35,7,0.930648,0.215212,0,0,0.0,-1
smart-calm,10,1200.0,133,72,61,0.958333,0.979592,0.687221,69,2928,6103,2672,3431,1983.798272,0.661928,0.423047,8596,290451,112410,2016,829,3368,63,0,72,83,9,0.977143,0.562183,1,112,105.631124,0
meshtastic-like,11,1200.0,140,66,74,0.939394,0.905405,0.343261,62,3283,5282,5282,0,1303.513088,0.38969,0.358064,9291,249527,131469,2971,2010,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,11,1200.0,140,66,74,0.727273,0.956977,0.377301,48,3470,4685,3583,1102,1065.9072,0.302987,0.697914,11306,218259,111856,3292,0,1079,23,35,31,0,0,0.0,0.235219,0,0,0.0,-1
calm-mesh,11,1200.0,140,66,74,0.727273,0.944291,0.715636,48,3424,3842,3141,701,890.718208,0.256543,0.431932,8812,179446,86145,1814,864,686,15,39,27,41,7,0.942235,0.182457,0,0,0.0,-1
smart-calm,11,1200.0,140,66,74,0.984848,0.910921,8.0123,65,3303,5704,3658,2046,1691.959296,0.502363,0.791009,9383,270113,117475,2696,1334,2006,40,6,60,774,5,0.942152,0.358696,1,106,115.891942,0
meshtastic-like,12,1200.0,132,63,69,0.904762,0.97693,0.649228,57,3303,5127,5127,0,1265.261568,0.376566,0.575249,9644,241579,131561,3505,2082,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,12,1200.0,132,63,69,0.539683,0.973676,0.382554,34,3292,4231,3380,851,974.429184,0.292973,0.501698,9031,198288,99210,2458,0,834,17,26,37,0,0,0.0,0.201134,0,0,0.0,-1
calm-mesh,12,1200.0,132,63,69,0.746032,0.987282,1.062008,47,3338,3843,3057,786,884.001792,0.261153,0.497359,9553,178754,92255,2435,1083,772,14,37,26,94,9,0.959229,0.204528,0,0,0.0,-1
smart-calm,12,1200.0,132,63,69,0.984127,0.935818,0.936107,62,3164,5809,3026,2783,1821.275136,0.564561,0.537296,9043,275598,115266,2621,1045,2733,50,0,63,276,13,0.9764,0.479084,3,103,106.296427,0
meshtastic-like,13,1200.0,129,63,66,0.920635,0.953927,0.70247,58,3085,5015,5015,0,1237.62176,0.393771,0.653756,9015,236720,125904,3090,1927,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,13,1200.0,129,63,66,0.698413,0.923933,0.362915,44,2988,4166,3112,1054,941.758464,0.310606,0.404762,9844,194290,92877,2269,0,1030,24,36,27,0,0,0.0,0.253,0,0,0.0,-1
calm-mesh,13,1200.0,129,63,66,0.761905,0.939394,0.742899,48,3038,3421,2721,700,786.904064,0.254992,0.335277,8198,159431,76334,1496,759,686,14,43,20,0,6,0.946798,0.204619,0,0,0.0,-1
smart-calm,13,1200.0,129,63,66,0.968254,0.905999,2.463813,61,2930,5637,2945,2692,1765.782528,0.590365,0.458713,8212,268001,107468,2073,849,2642,50,0,63,343,10,0.9728,0.477559,1,103,93.570359,0
meshtastic-like,14,1200.0,114,46,68,0.956522,0.968788,0.400349,44,3228,4544,4544,0,1121.386496,0.342722,0.609238,8028,214187,112540,2652,1679,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,14,1200.0,114,46,68,0.891304,0.981993,0.407627,41,3272,4380,3379,1001,998.912,0.301513,0.486812,9636,204984,101166,2369,0,981,20,25,21,0,0,0.0,0.228539,0,0,0.0,-1
calm-mesh,14,1200.0,114,46,68,0.913043,0.968187,0.912936,42,3226,3634,2933,701,839.387136,0.25685,0.501456,8521,169545,84386,1821,965,687,14,31,15,42,8,0.956679,0.1929,0,0,0.0,-1
smart-calm,14,1200.0,114,46,68,1.0,0.918667,1.370402,46,3061,4936,2755,2181,1521.106944,0.489574,0.571704,7458,233426,93197,1889,890,2138,43,1,45,53,3,0.966706,0.441856,3,86,85.023423,0
meshtastic-like,15,1200.0,135,68,67,0.955882,0.908316,0.521754,65,2982,5180,5180,0,1278.34112,0.419541,0.625581,9594,244226,132724,3427,2122,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,15,1200.0,135,68,67,0.470588,0.892476,0.388448,32,2930,3984,3031,953,905.117696,0.305577,0.375088,8323,186893,91129,1975,0,928,25,19,49,0,0,0.0,0.239207,0,0,0.0,-1
calm-mesh,15,1200.0,135,68,67,0.632353,0.908925,1.015286,43,2984,3546,2746,800,809.560064,0.267446,0.545234,8959,164795,86870,2472,924,785,15,32,36,76,10,0.922229,0.225606,0,0,0.0,-1
smart-calm,15,1200.0,135,68,67,0.970588,0.891563,5.415994,66,2927,5525,3179,2346,1689.89184,0.564615,0.559784,8181,262544,105610,1946,882,2302,44,6,62,546,7,0.95343,0.424615,1,108,94.708709,0
meshtastic-like,16,1200.0,121,53,68,0.924528,0.92467,0.372917,49,3081,4704,4704,0,1160.871936,0.370886,0.536734,7824,222672,116919,2348,1585,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,16,1200.0,121,53,68,0.754717,0.941777,0.378675,40,3138,4043,3241,802,932.047872,0.293281,0.514695,9030,189077,93683,2409,0,786,16,26,27,0,0,0.0,0.198368,0,0,0.0,-1
calm-mesh,16,1200.0,121,53,68,0.886792,0.948679,0.845576,47,3161,3503,2853,650,811.236352,0.252879,0.486769,8627,163020,80895,1911,934,637,13,40,13,0,5,0.952041,0.185555,0,0,0.0,-1
smart-calm,16,1200.0,121,53,68,1.0,0.887455,0.827295,53,2957,5257,2732,2525,1648.964608,0.547829,0.554677,8159,249434,107001,2296,866,2479,46,0,53,107,7,0.969565,0.480312,3,93,92.703226,0
meshtastic-like,17,1200.0,107,53,54,0.924528,0.981481,0.718381,49,2597,4089,4089,0,1009.099776,0.381368,0.292962,7751,192610,107601,2758,1797,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,17,1200.0,107,53,54,0.641509,0.998488,0.411648,34,2642,3681,2729,952,830.424064,0.310323,0.34564,8045,172324,83923,1889,0,932,20,20,33,0,0,0.0,0.258625,0,0,0.0,-1
calm-mesh,17,1200.0,107,53,54,0.679245,0.996599,0.848135,36,2637,2965,2365,600,682.56256,0.255354,0.370931,6920,138365,67920,1413,671,588,12,30,23,0,4,0.951699,0.202361,0,0,0.0,-1
smart-calm,17,1200.0,107,53,54,0.981132,0.998488,0.749905,52,2642,4718,2470,2248,1476.462592,0.548056,0.347365,7220,223962,93071,1719,735,2203,45,3,50,144,6,0.952825,0.476473,3,92,86.627169,0
meshtastic-like,18,1200.0,122,67,55,0.985075,0.927273,0.49518,66,2499,4838,4838,0,1193.940992,0.465474,0.322202,8148,228914,119813,2422,1728,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,18,1200.0,122,67,55,0.761194,0.963636,0.369624,51,2597,3757,2707,1050,841.151488,0.317655,0.341711,9308,174785,85019,2169,0,1029,21,36,31,0,0,0.0,0.279478,0,0,0.0,-1
calm-mesh,18,1200.0,122,67,55,0.731343,0.981818,0.732774,49,2646,3022,2372,650,692.533248,0.25697,0.350416,7807,140271,70262,1505,663,637,13,43,24,0,5,0.943638,0.215089,0,0,0.0,-1
smart-calm,18,1200.0,122,67,55,0.970149,0.958071,0.851125,65,2582,5583,2372,3211,1825.283072,0.689567,0.556768,8691,264876,114683,2442,788,3154,57,0,67,107,10,0.96807,0.575139,3,107,96.805252,0
meshtastic-like,19,1200.0,116,67,49,1.0,0.958351,0.47981,67,2301,4595,4595,0,1133.97248,0.478874,0.495307,8665,216490,120647,3087,1928,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,19,1200.0,116,67,49,0.910448,0.996668,0.365702,61,2393,3653,2503,1150,807.293952,0.328971,0.428779,9255,169742,84852,1668,0,1127,23,42,25,0,0,0.0,0.31481,0,0,0.0,-1
calm-mesh,19,1200.0,116,67,49,0.910448,0.999584,0.747386,61,2400,2993,2195,798,673.252352,0.273569,0.368156,8306,138351,69543,1354,609,782,16,50,17,0,8,0.943208,0.266622,0,0,0.0,-1
smart-calm,19,1200.0,116,67,49,0.970149,0.935444,3.22741,65,2246,4777,2241,2536,1531.634688,0.662758,0.527055,7064,227009,89618,1536,665,2488,48,8,59,254,6,0.971977,0.530877,1,107,101.145779,0
meshtastic-like,20,1200.0,117,50,67,0.94,0.981419,0.658641,47,3222,4616,4616,0,1139.154944,0.348472,0.43498,8500,217684,118989,2974,1897,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,20,1200.0,117,50,67,0.68,0.964971,0.507222,34,3168,4224,3273,951,964.509696,0.301221,0.396673,9147,197829,96117,2283,0,929,22,22,28,0,0,0.0,0.225142,0,0,0.0,-1
calm-mesh,20,1200.0,117,50,67,0.58,0.991167,1.067939,29,3254,3608,2891,717,831.660032,0.253323,0.399062,8247,168545,83803,2207,927,703,14,23,27,5,7,0.957424,0.198725,0,0,0.0,-1
smart-calm,20,1200.0,117,50,67,0.98,0.99604,4.085918,49,3270,4313,3021,1292,1244.193792,0.37487,0.411112,7971,203366,88750,1768,886,1268,24,22,28,61,9,0.950963,0.299559,6,90,84.556598,1
