protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,broadcast_coverage,avg_delay_s,unicast_deliveries,broadcast_deliveries,tx_count,data_tx,control_tx,total_airtime_s,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,collision_fail,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index
meshcore-like,10,1200.0,133,72,61,0.652778,0.983272,0.425309,47,2939,4042,3052,990,997.500928,0.334059,0.291235,8900,189158,85466,1764,0,969,21,35,37,0,0,0.0,0.244928,0,0,0.0,-1
calm-mesh,10,1200.0,133,72,61,0.805556,0.979257,0.864049,58,2927,3436,2688,748,847.949824,0.28407,0.289445,8421,159943,73385,1203,711,734,14,51,21,27,7,0.947198,0.217695,0,0,0.0,-1
smart-calm,10,1200.0,133,72,61,0.972222,0.973904,7.55167,70,2911,3673,3075,598,906.437632,0.304072,0.46464,9118,170859,81485,1676,932,587,11,52,20,445,6,0.946459,0.16281,5,110,117.805081,0
meshtastic-like,11,1200.0,140,66,74,0.939394,0.905405,0.343261,62,3283,5282,5282,0,1303.513088,0.38969,0.358064,9291,249527,131469,2971,2010,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,11,1200.0,140,66,74,0.818182,0.94374,0.451872,54,3422,4745,3543,1202,1170.99008,0.336879,0.486749,10624,221881,99400,2162,0,1177,25,37,29,0,0,0.0,0.253319,0,0,0.0,-1
calm-mesh,11,1200.0,140,66,74,0.863636,0.952289,0.897705,57,3453,4058,3163,895,1001.449472,0.285313,0.531963,10235,188607,92811,2409,1105,880,15,45,21,77,12,0.952938,0.220552,0,0,0.0,-1
smart-calm,11,1200.0,140,66,74,0.954545,0.942085,6.719322,63,3416,3892,3291,601,960.483328,0.27608,0.61281,9423,181285,84053,1765,1046,589,12,48,18,218,7,0.955107,0.154419,8,106,105.18225,0
meshtastic-like,12,1200.0,132,63,69,0.904762,0.97693,0.649228,57,3303,5127,5127,0,1265.261568,0.376566,0.575249,9644,241579,131561,3505,2082,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,12,1200.0,132,63,69,0.238095,0.979296,0.54957,15,3311,4016,3376,640,991.084544,0.297981,0.49398,7216,189568,89468,2049,0,627,13,8,55,0,0,0.0,0.159363,0,0,0.0,-1
calm-mesh,12,1200.0,132,63,69,0.412698,0.966578,1.024517,26,3268,3484,2846,638,859.795456,0.261019,0.491271,7625,163091,81536,1951,1008,626,12,22,41,3,5,0.948961,0.183123,0,0,0.0,-1
smart-calm,12,1200.0,132,63,69,0.952381,0.967761,7.070538,60,3272,3890,3345,545,959.98976,0.288112,0.552095,9029,181581,86218,1774,1008,535,10,44,19,431,4,0.949118,0.140103,3,102,104.091318,0
meshtastic-like,13,1200.0,129,63,66,0.920635,0.953927,0.70247,58,3085,5015,5015,0,1237.62176,0.393771,0.653756,9015,236720,125904,3090,1927,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,13,1200.0,129,63,66,0.634921,0.955164,0.431872,40,3089,4153,3200,953,1024.893952,0.327547,0.398343,8683,194765,84465,1639,0,932,21,31,32,0,0,0.0,0.229473,0,0,0.0,-1
calm-mesh,13,1200.0,129,63,66,0.809524,0.969697,0.814655,51,3136,3590,2839,751,885.95456,0.27799,0.418835,9054,166856,75799,1971,935,736,15,46,17,45,8,0.949701,0.209192,0,0,0.0,-1
smart-calm,13,1200.0,129,63,66,0.936508,0.965986,7.762354,59,3124,3809,3127,682,940.000256,0.295319,0.57084,9315,177130,86022,2055,1023,671,11,40,23,374,8,0.953961,0.17905,1,100,101.976076,0
meshtastic-like,14,1200.0,114,46,68,0.956522,0.968788,0.400349,44,3228,4544,4544,0,1121.386496,0.342722,0.609238,8028,214187,112540,2652,1679,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,14,1200.0,114,46,68,0.913043,0.983794,0.481816,42,3278,4385,3384,1001,1082.14784,0.325948,0.466817,9054,205811,93908,1741,0,981,20,25,21,0,0,0.0,0.228278,0,0,0.0,-1
calm-mesh,14,1200.0,114,46,68,0.913043,0.964286,0.936341,42,3213,3668,2967,701,905.203712,0.278096,0.487976,8321,171411,79978,1644,903,687,14,31,15,42,8,0.956686,0.191112,0,0,0.0,-1
smart-calm,14,1200.0,114,46,68,1.0,0.981393,2.210145,46,3270,3619,3020,599,893.111296,0.269334,0.43692,8221,169110,78563,1537,832,587,12,34,12,45,4,0.951429,0.165515,1,86,94.811116,0
meshtastic-like,15,1200.0,135,68,67,0.955882,0.908316,0.521754,65,2982,5180,5180,0,1278.34112,0.419541,0.625581,9594,244226,132724,3427,2122,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,15,1200.0,135,68,67,0.411765,0.935425,0.475941,28,3071,4014,3163,851,990.590976,0.319649,0.57942,8086,188600,88853,1997,0,833,18,17,51,0,0,0.0,0.212008,0,0,0.0,-1
calm-mesh,15,1200.0,135,68,67,0.735294,0.950959,1.022044,50,3122,3802,2969,833,938.272768,0.295798,0.466525,9076,177222,84443,1864,882,818,15,39,29,119,10,0.951413,0.219095,0,0,0.0,-1
smart-calm,15,1200.0,135,68,67,0.970588,0.95035,13.963514,66,3120,4279,3484,795,1055.988736,0.331447,0.944269,10124,199547,96967,2484,1202,781,14,36,32,691,10,0.93173,0.185791,10,108,99.666318,1
meshtastic-like,16,1200.0,121,53,68,0.924528,0.92467,0.372917,49,3081,4704,4704,0,1160.871936,0.370886,0.536734,7824,222672,116919,2348,1585,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,16,1200.0,121,53,68,0.603774,0.954982,0.447296,32,3182,4084,3281,803,1007.865856,0.313586,0.499896,8509,191607,88522,2199,0,785,18,22,31,0,0,0.0,0.196621,0,0,0.0,-1
calm-mesh,16,1200.0,121,53,68,0.867925,0.984994,0.832902,46,3282,3600,2950,650,888.4224,0.266954,0.516519,8553,167847,77664,1728,902,637,13,40,13,0,5,0.952049,0.180556,0,0,0.0,-1
smart-calm,16,1200.0,121,53,68,0.962264,0.991597,6.099095,51,3304,3588,3038,550,885.460992,0.263923,0.674057,8856,166956,79268,1997,1033,539,11,39,14,108,3,0.951556,0.153289,3,93,96.424826,0
meshtastic-like,17,1200.0,107,53,54,0.924528,0.981481,0.718381,49,2597,4089,4089,0,1009.099776,0.381368,0.292962,7751,192610,107601,2758,1797,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,17,1200.0,107,53,54,0.641509,0.998866,0.515343,34,2643,3786,2734,1052,934.324224,0.349019,0.346171,8083,177431,80786,1694,0,1029,23,20,33,0,0,0.0,0.277866,0,0,0.0,-1
calm-mesh,17,1200.0,107,53,54,0.679245,0.997732,1.306305,36,2640,3116,2421,695,768.978944,0.287361,0.36481,7125,145559,69939,1448,743,681,14,28,25,65,7,0.952806,0.223042,0,0,0.0,-1
smart-calm,17,1200.0,107,53,54,0.924528,1.0,8.457851,49,2646,3159,2609,550,779.590656,0.289273,0.546776,7457,147334,69019,1339,729,539,11,35,18,237,3,0.947,0.174106,1,90,82.53947,0
meshtastic-like,18,1200.0,122,67,55,0.985075,0.927273,0.49518,66,2499,4838,4838,0,1193.940992,0.465474,0.322202,8148,228914,119813,2422,1728,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,18,1200.0,122,67,55,0.746269,0.963636,0.43434,50,2597,3757,2707,1050,927.167488,0.350271,0.295384,8929,175164,77446,1793,0,1029,21,36,31,0,0,0.0,0.279478,0,0,0.0,-1
calm-mesh,18,1200.0,122,67,55,0.731343,0.981447,0.751164,49,2645,3028,2378,650,747.261952,0.27738,0.411551,7654,140718,66220,1360,708,637,13,43,24,0,5,0.943647,0.214663,0,0,0.0,-1
smart-calm,18,1200.0,122,67,55,0.970149,0.97885,1.233685,65,2638,3230,2629,601,797.11232,0.294899,0.331298,8201,150069,68458,1165,721,589,12,54,13,212,5,0.940892,0.186068,6,107,109.297527,2
meshtastic-like,19,1200.0,116,67,49,1.0,0.958351,0.47981,67,2301,4595,4595,0,1133.97248,0.478874,0.495307,8665,216490,120647,3087,1928,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,19,1200.0,116,67,49,0.895522,0.999584,0.427759,60,2400,3664,2514,1150,904.216576,0.367568,0.342662,8992,170544,75091,1405,0,1127,23,42,25,0,0,0.0,0.313865,0,0,0.0,-1
calm-mesh,19,1200.0,116,67,49,0.850746,0.998334,0.802637,57,2397,2981,2184,797,735.663104,0.299781,0.365619,7769,138300,62291,1078,620,781,16,46,21,0,8,0.951816,0.26736,0,0,0.0,-1
smart-calm,19,1200.0,116,67,49,0.970149,1.0,2.235043,65,2401,2834,2234,600,699.385856,0.283611,0.335966,7808,131058,57414,962,569,588,12,54,13,0,4,0.952254,0.211715,1,107,115.620331,0
meshtastic-like,20,1200.0,117,50,67,0.94,0.981419,0.658641,47,3222,4616,4616,0,1139.154944,0.348472,0.43498,8500,217684,118989,2974,1897,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,20,1200.0,117,50,67,0.34,0.990253,0.537118,17,3251,4013,3336,677,990.344192,0.303043,0.360466,7146,189491,84847,1782,0,661,16,9,41,0,0,0.0,0.168702,0,0,0.0,-1
calm-mesh,20,1200.0,117,50,67,0.68,0.981115,1.152904,34,3221,3648,2916,732,900.268032,0.27658,0.411136,8285,170467,80908,1960,991,718,14,27,23,63,8,0.959577,0.200658,0,0,0.0,-1
smart-calm,20,1200.0,117,50,67,0.98,0.980506,5.705747,49,3219,3677,3085,592,907.424768,0.27767,0.476112,8330,171843,80308,1577,878,581,11,36,14,131,6,0.955351,0.161001,3,90,87.112503,0
