protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,broadcast_coverage,avg_delay_s,unicast_deliveries,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,collision_fail,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index
calm-mesh,5,1200.0,105,54,51,0.685185,0.991597,1.326957,37,2478,3151,2368,783,39,777.616384,0.309191,0.388995,9080,145319,71115,1681,798,731,13,29,25,159,9,0.950934,0.248493,0,0,0.0,-1
smart-calm,5,1200.0,105,54,51,0.925926,0.9992,6.40469,50,2497,3277,2456,821,53,808.711168,0.317515,0.48375,10501,150072,72072,1636,800,754,14,30,24,212,10,0.948489,0.250534,9,94,73.282378,0
meshtastic-like,6,1200.0,107,62,45,0.967742,0.976417,0.319333,60,2153,4178,4178,0,0,1031.063552,0.465912,0.643821,7744,196978,107759,2654,1778,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,6,1200.0,107,62,45,0.790323,0.911565,0.431196,49,2010,3257,2108,1149,49,803.775488,0.390372,0.428031,9682,149911,68549,1585,0,1077,23,34,28,0,0,0.0,0.352779,0,0,0.0,-1
calm-mesh,6,1200.0,107,62,45,0.951613,0.925624,0.869253,59,2041,2710,1907,803,60,668.78464,0.318469,0.407247,10182,122559,57458,1360,647,729,14,45,17,85,9,0.953936,0.29631,0,0,0.0,-1
smart-calm,6,1200.0,107,62,45,0.951613,0.930612,3.04952,59,2052,2507,1843,664,63,618.687488,0.293078,0.625586,10859,111984,54834,1518,722,589,12,48,14,0,5,0.949754,0.264858,6,99,96.038464,2
meshtastic-like,7,1200.0,128,68,60,0.985294,0.95,0.379373,67,2793,5138,5138,0,0,1267.976192,0.443348,0.384082,8949,242813,129093,2873,1911,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,7,1200.0,128,68,60,0.529412,0.933333,0.438727,36,2744,3740,2852,888,42,922.97216,0.332004,0.414183,10183,173077,79663,1835,0,823,23,26,42,0,0,0.0,0.237433,0,0,0.0,-1
calm-mesh,7,1200.0,128,68,60,0.764706,0.95,0.722065,52,2793,3224,2530,694,52,795.631616,0.27966,0.414597,10598,147378,69432,1484,743,629,13,44,24,0,5,0.939719,0.215261,0,0,0.0,-1
smart-calm,7,1200.0,128,68,60,1.0,0.95,7.205917,68,2793,3259,2641,618,70,804.269056,0.281115,0.58138,12321,147370,71778,1818,851,538,10,48,20,143,3,0.950894,0.189629,11,108,106.370148,0
meshtastic-like,8,1200.0,125,63,62,0.968254,0.967084,0.339128,61,2938,4993,4993,0,0,1232.192512,0.410868,0.439557,8600,236057,125609,2673,1833,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,8,1200.0,125,63,62,0.761905,0.967742,0.473003,48,2940,4163,3059,1104,52,1027.361792,0.343829,0.32161,10719,193268,86061,1562,0,1030,22,31,32,0,0,0.0,0.265193,0,0,0.0,-1
calm-mesh,8,1200.0,125,63,62,0.761905,0.967742,0.80848,48,2940,3420,2672,748,48,844.00128,0.282464,0.255807,10053,157527,71232,1060,702,686,14,39,24,0,6,0.94591,0.218713,0,0,0.0,-1
smart-calm,8,1200.0,125,63,62,1.0,0.967742,6.617804,63,2940,3242,2728,514,63,800.073728,0.266425,0.410367,11220,147638,68400,1215,727,442,9,48,15,53,2,0.948602,0.158544,3,103,117.1881,0
meshtastic-like,9,1200.0,127,58,69,0.931034,0.966282,0.486143,54,3267,4829,4829,0,0,1191.719936,0.358844,0.669194,9815,226806,127615,3867,2294,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,9,1200.0,127,58,69,0.637931,0.970719,0.4202,37,3282,4280,3391,889,37,1056.23552,0.318239,0.449946,9948,199772,88724,2056,0,835,17,30,28,0,0,0.0,0.20771,0,0,0.0,-1
calm-mesh,9,1200.0,127,58,69,0.862069,0.976338,0.950948,50,3301,3826,3024,802,50,944.195584,0.281765,0.386447,11451,176023,85231,1901,1045,737,15,38,20,127,11,0.949644,0.209618,0,0,0.0,-1
smart-calm,9,1200.0,127,58,69,0.982759,0.982254,6.301681,57,3321,3804,3046,758,62,938.766336,0.277906,0.47726,12260,174136,82050,1793,1075,683,13,40,18,93,8,0.952032,0.199264,3,98,94.072376,0
meshtastic-like,10,1200.0,133,72,61,0.944444,0.983607,0.404346,68,2940,5226,5226,0,0,1289.693184,0.428754,0.431399,9450,246624,132757,3174,2113,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,10,1200.0,133,72,61,0.583333,0.980261,0.694416,42,2930,4011,3049,962,54,989.850624,0.333059,0.395997,11450,185089,86489,2056,0,882,26,32,40,0,0,0.0,0.23984,0,0,0.0,-1
calm-mesh,10,1200.0,133,72,61,0.805556,0.997324,0.879999,58,2981,3492,2690,802,58,861.769728,0.28357,0.377907,11519,159589,76275,1640,885,730,14,51,21,35,7,0.947198,0.229668,0,0,0.0,-1
smart-calm,10,1200.0,133,72,61,0.958333,0.977584,7.651318,69,2922,3399,2740,659,72,838.818816,0.280448,0.596444,12469,154082,74509,1572,868,576,11,52,20,86,6,0.946772,0.193881,1,111,104.921991,0
meshtastic-like,11,1200.0,140,66,74,0.939394,0.905405,0.343261,62,3283,5282,5282,0,0,1303.513088,0.38969,0.358064,9291,249527,131469,2971,2010,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,11,1200.0,140,66,74,0.69697,0.916713,0.439919,46,3324,4534,3436,1098,46,1118.918656,0.332023,0.391816,11080,211086,94541,2121,0,1029,23,33,33,0,0,0.0,0.24217,0,0,0.0,-1
calm-mesh,11,1200.0,140,66,74,0.727273,0.955323,0.756531,48,3464,3858,3116,742,48,952.092672,0.271097,0.547815,11236,177806,86006,1968,1014,679,15,41,25,46,7,0.946241,0.192328,0,0,0.0,-1
smart-calm,11,1200.0,140,66,74,0.954545,0.959184,5.071667,63,3478,3878,3114,764,65,957.028352,0.270271,0.553112,13002,177020,85275,2238,1111,686,13,51,15,35,7,0.950058,0.197009,7,104,103.869906,0
meshtastic-like,12,1200.0,132,63,69,0.904762,0.97693,0.649228,57,3303,5127,5127,0,0,1265.261568,0.376566,0.575249,9644,241579,131561,3505,2082,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,12,1200.0,132,63,69,0.460317,0.96155,0.468039,29,3251,4138,3356,782,31,1021.192192,0.311339,0.447436,9070,193692,90779,1911,0,735,16,20,43,0,0,0.0,0.18898,0,0,0.0,-1
calm-mesh,12,1200.0,132,63,69,0.666667,0.958888,0.888722,42,3242,3753,2921,832,42,926.180352,0.282028,0.460532,10638,173259,82532,1828,914,776,14,37,26,16,8,0.951514,0.221689,0,0,0.0,-1
smart-calm,12,1200.0,132,63,69,0.968254,0.984028,10.437031,61,3327,3726,3108,618,62,919.517184,0.271404,0.669806,12179,170395,83520,1920,1062,545,11,38,25,113,6,0.951463,0.165862,3,103,97.805797,0
meshtastic-like,13,1200.0,129,63,66,0.920635,0.953927,0.70247,58,3085,5015,5015,0,0,1237.62176,0.393771,0.653756,9015,236720,125904,3090,1927,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,13,1200.0,129,63,66,0.587302,0.954545,0.4202,37,3087,4133,3196,937,37,1019.958272,0.326491,0.358021,9346,193171,83474,1566,0,883,17,28,35,0,0,0.0,0.226712,0,0,0.0,-1
calm-mesh,13,1200.0,129,63,66,0.84127,0.984539,0.873354,53,3184,3721,2916,805,53,918.283264,0.283683,0.434997,11496,170833,78053,1664,963,737,15,46,17,89,9,0.952239,0.21634,0,0,0.0,-1
smart-calm,13,1200.0,129,63,66,0.920635,0.951453,8.977375,58,3077,3482,2822,660,60,859.301888,0.274099,0.485103,11641,158977,75613,1666,849,588,12,38,25,56,5,0.950014,0.189546,3,98,101.100887,0
meshtastic-like,14,1200.0,114,46,68,0.956522,0.968788,0.400349,44,3228,4544,4544,0,0,1121.386496,0.342722,0.609238,8028,214187,112540,2652,1679,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,14,1200.0,114,46,68,0.891304,0.995798,0.487549,41,3318,4455,3413,1042,41,1099.42272,0.327307,0.554614,10541,207754,97068,2212,0,981,20,25,21,0,0,0.0,0.233895,0,0,0.0,-1
calm-mesh,14,1200.0,114,46,68,0.891304,0.981693,1.007959,41,3271,3701,2959,742,41,913.347584,0.275769,0.538924,10176,171173,79608,1598,967,687,14,30,16,43,8,0.956192,0.200486,0,0,0.0,-1
smart-calm,14,1200.0,114,46,68,1.0,0.952881,1.50145,46,3175,3540,2902,638,47,873.61536,0.271225,0.452408,10388,163072,76805,1570,902,580,11,34,12,44,5,0.952705,0.180226,4,86,87.595815,1
meshtastic-like,15,1200.0,135,68,67,0.955882,0.908316,0.521754,65,2982,5180,5180,0,0,1278.34112,0.419541,0.625581,9594,244226,132724,3427,2122,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,15,1200.0,135,68,67,0.411765,0.920195,0.458313,28,3021,3947,3114,833,30,974.056448,0.319468,0.53621,8817,184586,86740,1839,0,784,19,17,51,0,0,0.0,0.211046,0,0,0.0,-1
calm-mesh,15,1200.0,135,68,67,0.926471,0.914408,1.156773,63,3002,3928,2928,1000,66,969.367552,0.31627,0.554412,12795,179677,90160,2140,1017,918,16,46,22,189,14,0.940002,0.254582,0,0,0.0,-1
smart-calm,15,1200.0,135,68,67,0.911765,0.900396,15.697734,62,2956,4813,3810,1003,65,1187.771392,0.393562,0.969581,12931,222514,114493,2995,1339,923,15,22,46,1216,11,0.920319,0.208394,11,107,49.335486,2
meshtastic-like,16,1200.0,121,53,68,0.924528,0.92467,0.372917,49,3081,4704,4704,0,0,1160.871936,0.370886,0.536734,7824,222672,116919,2348,1585,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,16,1200.0,121,53,68,0.754717,0.967587,0.45655,40,3224,4315,3321,994,42,1064.87296,0.326248,0.593004,10797,200638,94050,2353,0,931,21,27,26,0,0,0.0,0.230359,0,0,0.0,-1
calm-mesh,16,1200.0,121,53,68,0.886792,0.962785,0.868235,47,3208,3520,2823,697,47,868.67968,0.266875,0.610585,10919,161561,79169,2025,1059,637,13,40,13,0,5,0.952049,0.198011,0,0,0.0,-1
smart-calm,16,1200.0,121,53,68,0.981132,0.982893,6.659627,52,3275,3528,2924,604,54,870.653952,0.261693,0.664623,11334,161538,76204,1876,992,539,11,39,14,4,3,0.952566,0.171202,3,93,100.773685,0
meshtastic-like,17,1200.0,107,53,54,0.924528,0.981481,0.718381,49,2597,4089,4089,0,0,1009.099776,0.381368,0.292962,7751,192610,107601,2758,1797,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,17,1200.0,107,53,54,0.754717,0.981481,0.493568,40,2597,3798,2702,1096,44,937.285632,0.355436,0.282452,9815,176287,78682,1588,0,1029,23,26,27,0,0,0.0,0.288573,0,0,0.0,-1
calm-mesh,17,1200.0,107,53,54,0.641509,0.980726,0.907603,34,2595,2919,2285,634,34,720.362496,0.274006,0.30774,8433,134598,63505,1350,720,588,12,30,23,0,4,0.951707,0.217198,0,0,0.0,-1
smart-calm,17,1200.0,107,53,54,0.981132,1.0,4.179137,52,2646,3096,2443,653,58,764.043264,0.283189,0.435496,10326,141378,69467,1506,853,584,11,39,14,105,6,0.95175,0.210917,1,92,83.759662,0
meshtastic-like,18,1200.0,122,67,55,0.985075,0.927273,0.49518,66,2499,4838,4838,0,0,1193.940992,0.465474,0.322202,8148,228914,119813,2422,1728,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,18,1200.0,122,67,55,0.910448,0.963636,0.420463,61,2597,3929,2718,1211,61,969.614336,0.364791,0.387832,11626,180895,82161,1934,0,1126,24,44,23,0,0,0.0,0.308221,0,0,0.0,-1
calm-mesh,18,1200.0,122,67,55,0.716418,1.0,0.761672,48,2695,3095,2398,697,48,763.79648,0.278453,0.411137,10202,141453,66960,1630,749,636,13,43,24,0,5,0.94402,0.225202,0,0,0.0,-1
smart-calm,18,1200.0,122,67,55,0.955224,0.962523,6.061649,64,2594,3094,2377,717,68,763.549696,0.287265,0.593066,12101,139505,69557,1837,830,637,12,54,13,30,5,0.927906,0.231739,1,107,92.386793,0
meshtastic-like,19,1200.0,116,67,49,1.0,0.958351,0.47981,67,2301,4595,4595,0,0,1133.97248,0.478874,0.495307,8665,216490,120647,3087,1928,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,19,1200.0,116,67,49,0.940299,0.975427,0.43481,63,2342,3718,2455,1263,63,917.542912,0.381515,0.391678,11221,170961,76917,1636,0,1176,24,42,25,0,0,0.0,0.339699,0,0,0.0,-1
calm-mesh,19,1200.0,116,67,49,0.820896,1.0,0.777842,55,2401,3022,2167,855,55,745.781248,0.303657,0.363123,10480,137598,63066,1211,615,784,16,46,21,0,8,0.951816,0.282925,0,0,0.0,-1
smart-calm,19,1200.0,116,67,49,0.985075,0.996252,3.776502,66,2392,2829,2161,668,68,698.151936,0.284033,0.482002,11255,127366,59401,1113,677,588,12,54,13,0,4,0.952878,0.236126,5,107,113.591546,0
meshtastic-like,20,1200.0,117,50,67,0.94,0.981419,0.658641,47,3222,4616,4616,0,0,1139.154944,0.348472,0.43498,8500,217684,118989,2974,1897,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,20,1200.0,117,50,67,0.34,0.981419,0.537118,17,3222,3990,3306,684,17,984.66816,0.304004,0.353163,7382,188128,84840,1742,0,652,15,9,41,0,0,0.0,0.171429,0,0,0.0,-1
calm-mesh,20,1200.0,117,50,67,0.68,0.995126,0.973685,34,3267,3784,2984,800,34,933.830656,0.282893,0.435778,9886,175530,83318,1796,940,752,14,29,21,37,8,0.95809,0.211416,0,0,0.0,-1
smart-calm,20,1200.0,117,50,67,0.98,0.989339,12.154301,49,3248,3636,2982,654,50,897.306624,0.272159,0.549763,10759,167405,80940,1667,960,594,10,28,22,81,6,0.957579,0.179868,1,90,76.360395,0
